ZIP,PCT_WORKING,PCT_HOUSE_OWNERS,PCT_WITH_CAR,CUSTOMER_ID,mailing_Standard tennisracket,mailing_XL original orange baseball cap,mailing_XS original red soccer shirt,GENDER,CREDITLIMIT,ZODIAC,E-MAIL ADDRESS,ORDERDATE_Max,PRICE_Sum_Sum,NUMBER OF PURCHASES
"1022ZS",87,77,94,24554.000,,,,"M",4036.000,10.000,"name19908@wwmail.es",2010-05-07,150.134,1
"1023AR",83,68,90,15945.000,,,,"M",128.000,5.000,"name2208@lomejor.es",2009-04-21,420.427,1
"1023AR",83,68,90,5945.000,"T","F","F","M",128.000,9.000,"name13125@tnet.uk",2010-12-13,1609.941,5
"1023AR",83,68,90,25945.000,,,,"M",128.000,12.000,"name13895@tnet.uk",2009-02-13,1149.477,2
"1023KX",83,68,88,16375.000,,,,"F",7200.000,7.000,"name2962@molbe.cat",2010-12-15,354.678,1
"1023KX",83,68,88,1878.000,"F","T","F","F",7200.000,12.000,"name9520@tnet.inc",2004-11-10,3166.635,3
"1023NC",84,67,90,15097.000,,,,"F",53.000,12.000,"name7927@tnet.fr",2010-03-02,504.735,2
"1023NC",84,67,90,20097.000,,,,"F",53.000,2.000,"name10626@tnet.inc",2010-04-03,177.002,1
"1023NC",84,67,90,25097.000,,,,"F",53.000,6.000,"name6806@tnet.fr",2007-02-13,47.528,1
"1023NS",88,70,86,3468.000,"F","T","F","M",476.000,7.000,"name13483@tnet.uk",2001-07-01,565.630,1
"1023NS",88,70,86,8468.000,"F","T","F","M",476.000,11.000,"name18504@wwmail.es",2007-07-05,212.610,1
"1023NS",88,70,86,23468.000,"F","T","F","M",476.000,11.000,"name29112@zigzag.jp",2009-11-08,874.292,2
"1023NS",88,70,86,28468.000,"F","T","F","M",476.000,2.000,"name4990@tnet.jp",2006-08-02,749.745,1
"1023YW",78,60,87,6488.000,"T","T","F","F",7825.000,2.000,"name17031@wwmail.de",2009-01-28,1030.232,5
"1023YW",78,60,87,26488.000,"F","T","F","F",7825.000,10.000,"name26335@wwmail.uk",2010-08-20,177.981,1
"1024EA",75,59,91,22126.000,,,,"F",1422.000,6.000,"name27831@zigzag.be",2008-12-07,1224.544,3
"1024EA",75,59,91,12126.000,,,,"F",1422.000,7.000,"name18797@wwmail.es",2007-11-23,585.180,1
"1024RY",71,57,88,13601.000,,,,"F",901.000,5.000,"name6293@tnet.fr",2010-02-03,671.743,2
"1024YM",86,74,92,11792.000,,,,"F",2510.000,10.000,"name12359@tnet.uk",2010-06-27,1156.095,4
"1024YM",86,74,92,16792.000,,,,"F",2510.000,10.000,"name11726@tnet.uk",2009-04-21,260.316,1
"1024ZL",81,65,85,1456.000,"T","T","F","M",5575.000,9.000,"name29809@zigzag.es",2004-09-17,1396.400,2
"1025NW",87,75,86,8428.000,"T","T","F","M",8058.000,5.000,"name20954@wwmail.inc",2010-06-19,838.644,3
"1025RX",79,66,91,18595.000,,,,"M",6237.000,7.000,"name11462@tnet.uk",2006-07-13,1011.357,3
"1025RX",79,66,91,23595.000,"T","F","F","M",6237.000,2.000,"name2936@molbe.cat",2009-06-30,952.694,4
"1025RX",79,66,91,28595.000,"F","F","T","M",6237.000,3.000,"name7882@tnet.fr",2009-08-13,547.278,2
"1025VY",86,70,92,13504.000,,,,"M",6192.000,12.000,"name5210@tnet.jp",2009-01-01,799.308,3
"1026HG",83,71,91,21099.000,,,,"M",9546.000,6.000,"name14815@wwmail.de",2008-09-05,1070.068,3
"1026HG",83,71,91,6099.000,"F","F","T","M",9546.000,8.000,"name18401@wwmail.es",2010-07-25,592.353,2
"1026HG",83,71,91,998.000,"F","T","F","M",9546.000,6.000,"name10021@tnet.inc",2004-06-22,2343.828,2
"1026MO",79,65,86,9019.000,,,,"F",76.000,3.000,"name10008@tnet.inc",2006-03-20,135.311,2
"1026MO",79,65,86,24019.000,,,,"F",76.000,6.000,"name21361@wwmail.inc",2010-11-14,1261.720,3
"1026TU",81,68,90,25332.000,,,,"M",5117.000,2.000,"name6959@tnet.fr",2008-10-11,1857.385,5
"1027LQ",84,69,93,27579.000,"T","F","T","F",4537.000,2.000,"name5146@tnet.jp",2008-12-08,1539.468,3
"1027OJ",78,63,86,24466.000,,,,"M",6479.000,12.000,"name23429@wwmail.org",2009-08-19,214.005,2
"1027PC",82,69,93,11716.000,"F","F","T","F",13.000,2.000,"name405@hmail.inc",2010-07-10,92.110,1
"1027PC",82,69,93,26716.000,,,,"F",13.000,10.000,"name27991@zigzag.be",2010-12-03,899.466,3
"1027WY",78,62,93,25081.000,"T","F","F","M",643.000,8.000,"name13988@tnet.uk",2007-10-16,907.198,3
"1028EK",78,64,92,6448.000,"T","T","F","M",3.000,10.000,"name8377@tnet.inc",2007-10-09,1005.752,2
"1028GI",81,67,88,3682.000,"F","T","F","F",1892.000,7.000,"name13456@tnet.uk",2004-10-08,1353.622,2
"1028GI",81,67,88,24184.000,"T","F","F","F",1892.000,5.000,"name19803@wwmail.es",2008-09-26,1064.482,3
"1028JO",87,72,91,20642.000,"T","F","F","M",9868.000,10.000,"name3694@molbe.cat",2009-06-18,1308.548,4
"1029YV",77,64,90,14041.000,"F","F","T","F",7919.000,3.000,"name12084@tnet.uk",2009-08-20,371.949,1
"1030EH",79,64,89,16864.000,,,,"F",5539.000,9.000,"name11715@tnet.uk",2010-05-09,2059.559,5
"1030FK",84,65,89,1179.000,"F","T","F","M",6963.000,4.000,"name13784@tnet.uk",2004-11-29,7174.750,5
"1030FK",84,65,89,16179.000,,,,"M",6963.000,4.000,"name11808@tnet.uk",2005-04-27,136.796,1
"1030FK",84,65,89,26179.000,,,,"M",6963.000,8.000,"name25249@wwmail.org",2009-05-07,733.277,1
"1030GH",85,68,91,13987.000,,,,"M",6260.000,7.000,"name27872@zigzag.be",2010-06-01,473.484,3
"1030GH",85,68,91,18987.000,"T","F","T","M",6260.000,9.000,"name19065@wwmail.es",2009-04-22,511.660,1
"1030GH",85,68,91,28987.000,"F","F","T","M",6260.000,11.000,"name21829@wwmail.inc",2010-03-02,1002.009,2
"1030GM",85,69,90,11349.000,,,,"M",5089.000,9.000,"name22749@wwmail.inc",2007-11-30,496.845,3
"1030UU",80,64,86,2185.000,"T","T","F","F",4476.000,3.000,"name22552@wwmail.inc",2008-04-28,894.219,3
"1030UU",80,64,86,17690.000,,,,"F",4476.000,8.000,"name11591@tnet.uk",2009-10-08,1796.939,5
"1030UU",80,64,86,27690.000,"F","F","T","F",4476.000,4.000,"name26720@wwmail.uk",2010-08-17,374.230,2
"1030VE",84,68,89,17035.000,,,,"F",8046.000,11.000,"name3566@molbe.cat",2010-02-04,643.817,2
"1031FD",75,61,88,2070.000,"F","T","F","F",5391.000,11.000,"name6838@tnet.fr",2004-09-04,625.450,1
"1031FD",75,61,88,22172.000,"T","F","F","F",5391.000,11.000,"name18897@wwmail.es",2010-07-04,680.850,2
"1031GH",88,72,93,19889.000,,,,"F",6102.000,2.000,"name11268@tnet.uk",2010-02-10,1694.883,6
"1031JG",75,60,92,5070.000,"T","T","F","M",8916.000,11.000,"name1614@lomejor.es",2010-04-29,567.401,3
"1031JG",75,60,92,25153.000,"F","T","F","M",8916.000,6.000,"name24227@wwmail.org",2005-10-29,461.306,2
"1032BN",82,70,90,11936.000,,,,"F",722.000,4.000,"name16327@wwmail.de",2008-05-24,243.627,1
"1032BN",82,70,90,1936.000,"F","T","F","F",722.000,4.000,"name9138@tnet.inc",2004-01-28,650.220,1
"1032JF",81,66,92,18807.000,,,,"F",3236.000,7.000,"name11432@tnet.uk",2005-10-28,307.063,1
"1032KT",82,66,90,15446.000,,,,"M",373.000,2.000,"name1240@hmail.uk",2007-08-11,352.073,2
"1032KT",82,66,90,20446.000,"F","F","T","M",373.000,7.000,"name11205@tnet.uk",2009-12-06,1374.538,4
"1032KT",82,66,90,30446.000,,,,"M",373.000,3.000,"name11327tnet.uk",2007-01-09,281.163,1
"1032QJ",83,64,88,29775.000,"F","F","T","F",2679.000,10.000,"name25927@wwmail.uk",2007-08-19,84.207,1
"1032UZ",76,61,91,2819.000,"F","T","T","F",6477.000,6.000,"name10858@tnet.inc",2009-02-20,771.235,3
"1032VS",77,61,91,29264.000,"F","F","T","F",8587.000,7.000,"name15169@wwmail.de",2010-12-21,393.223,3
"1033IG",80,63,87,27435.000,,,,"F",125.000,2.000,"name16106@wwmail.de",2009-05-19,618.050,3
"1033KU",72,60,87,9696.000,"F","F","T","M",5560.000,12.000,"name10475@tnet.inc",2010-01-30,1707.466,3
"1033KU",72,60,87,24696.000,"T","F","F","M",5560.000,2.000,"name21953@wwmail.inc",2010-10-28,1433.884,3
"1033MJ",79,65,92,4655.000,"T","T","F","F",8168.000,10.000,"name22492@wwmail.inc",2004-06-04,124.260,1
"1033QE",77,62,90,8834.000,,,,"M",5672.000,7.000,"name15582@wwmail.de",2010-03-19,145.124,1
"1033QE",77,62,90,1211.000,"F","T","F","F",423.000,8.000,"name28029@zigzag.be",2007-06-19,220.154,2
"1033QE",77,62,90,11211.000,"T","F","F","F",423.000,6.000,"name23565@wwmail.org",2008-12-03,815.541,3
"1033QE",77,62,90,18834.000,"T","F","T","M",5672.000,5.000,"name9136@tnet.inc",2010-05-09,445.959,1
"1033QE",77,62,90,21211.000,"T","F","F","F",423.000,8.000,"name27133@wwmail.uk",2009-07-25,298.566,2
"1033QE",77,62,90,3833.000,"F","T","F","M",5672.000,1.000,"name28848@zigzag.cat",2003-11-07,373.350,1
"1033TX",73,57,92,6826.000,,,,"M",2308.000,4.000,"name18884@wwmail.es",2009-10-12,1363.129,5
"1033TX",73,57,92,11826.000,"T","F","F","M",2308.000,11.000,"name3455@molbe.cat",2008-03-13,261.687,2
"1034MN",77,62,92,11489.000,,,,"F",4214.000,3.000,"name29149@zigzag.jp",2010-01-17,614.910,2
"1034MN",77,62,92,1490.000,"T","T","F","F",4214.000,10.000,"name6657@tnet.fr",2009-06-19,619.432,3
"1034MN",77,62,92,6489.000,"T","F","F","F",4214.000,9.000,"name25843@wwmail.uk",2009-01-05,283.262,1
"1034PA",73,54,91,13671.000,,,,"F",2772.000,6.000,"name28358@zigzag.cat",2008-04-29,921.568,2
"1034PE",94,79,89,20967.000,"T","F","F","F",6432.000,4.000,"name7615@tnet.fr",2009-04-26,301.906,3
"1034UW",76,62,90,12980.000,,,,"F",9304.000,7.000,"name21479@wwmail.inc",2007-08-06,450.676,1
"1034XI",77,62,90,15231.000,,,,"F",6210.000,12.000,"name11928@tnet.uk",2007-04-20,293.958,1
"1035LY",83,68,92,9137.000,,,,"M",2889.000,2.000,"name7755@tnet.fr",2008-02-08,1331.413,5
"1035LY",83,68,92,24137.000,,,,"M",2889.000,2.000,"name5@fanmail.nl",2009-02-26,506.368,2
"1035QV",71,55,90,8767.000,,,,"F",9229.000,11.000,"name17207@wwmail.de",2009-08-22,58.323,1
"1035QV",71,55,90,3766.000,"F","T","F","F",9229.000,9.000,"name5736@tnet.jp",2008-07-07,1538.118,3
"1035QV",71,55,90,18767.000,"T","F","F","F",9229.000,10.000,"name9205@tnet.inc",2007-12-30,1525.780,3
"1035QV",71,55,90,23767.000,,,,"F",9229.000,4.000,"name24683@wwmail.org",2007-12-25,1591.363,3
"1036EA",87,70,89,14695.000,,,,"F",1071.000,9.000,"name6461@tnet.fr",2007-10-24,1727.734,6
"1036EA",87,70,89,29695.000,,,,"F",1071.000,6.000,"name9011@tnet.inc",2009-06-20,630.492,2
"1036RL",76,62,90,14751.000,,,,"F",6302.000,12.000,"name11154@tnet.inc",2010-10-14,1053.138,5
"1036XG",91,76,89,20189.000,,,,"F",4905.000,7.000,"name16438@wwmail.de",2007-04-08,120.408,1
"1036XG",91,76,89,25189.000,"T","F","F","F",4905.000,9.000,"name1536@lomejor.es",2008-02-25,249.739,2
"1037CV",80,62,91,3405.000,"F","T","F","F",8638.000,2.000,"name7163@tnet.fr",2000-10-12,275.340,2
"1037CV",80,62,91,27905.000,,,,"F",8638.000,9.000,"name5093@tnet.jp",2006-09-11,83.836,1
"1037JO",92,75,90,16004.000,,,,"F",4994.000,6.000,"name18692@wwmail.es",2010-02-14,649.318,3
"1037NU",83,71,91,19670.000,,,,"M",1471.000,8.000,"name2842@molbe.cat",2006-03-07,375.473,2
"1037NU",83,71,91,9670.000,,,,"M",1471.000,9.000,"name12619@tnet.uk",2009-12-03,442.857,2
"1037ZY",74,57,92,1074.000,"F","T","F","M",1635.000,1.000,"name13795@tnet.uk",2004-09-12,1811.796,2
"1038FV",74,59,89,10914.000,,,,"F",7605.000,10.000,"name12465@tnet.uk",2010-03-16,1380.336,3
"1038YB",82,69,91,9080.000,,,,"M",5726.000,10.000,"name10055@tnet.inc",2009-04-18,864.991,2
"1038YB",82,69,91,14080.000,"T","F","F","M",5726.000,5.000,"name27914@zigzag.be",2008-07-27,834.068,2
"1038YB",82,69,91,24080.000,"T","F","F","M",5726.000,11.000,"name3356@molbe.cat",2009-01-01,308.012,1
"1038YI",79,65,91,10022.000,,,,"F",574.000,1.000,"name23768@wwmail.org",2010-11-26,929.171,2
"1038YI",79,65,91,15022.000,"F","F","T","F",574.000,2.000,"name2494@molbe.cat",2010-06-08,200.456,1
"1038YI",79,65,91,25022.000,"T","F","F","F",574.000,5.000,"name22243@wwmail.inc",2010-09-24,516.608,3
"1039HO",78,65,92,13058.000,"T","T","F","F",9730.000,7.000,"name12199@tnet.uk",2010-05-04,2110.070,6
"1039HO",78,65,92,2759.000,"F","T","F","F",9730.000,10.000,"name7558@tnet.fr",2010-11-03,526.314,2
"1039HO",78,65,92,8058.000,"F","T","F","F",9730.000,7.000,"name9375@tnet.inc",2006-01-15,524.316,3
"1039HO",78,65,92,28058.000,"F","T","F","F",9730.000,1.000,"name5068@tnet.jp",2009-11-22,703.777,2
"1039JO",76,64,91,10429.000,"T","F","F","F",103.000,1.000,"name22859@wwmail.inc",2010-11-29,1368.080,3
"1039JO",76,64,91,25429.000,,,,"F",103.000,7.000,"name13950@tnet.uk",2008-09-19,1467.988,4
"1039QE",86,71,93,14353.000,"F","T","T","M",689.000,6.000,"name15124@wwmail.de",2009-05-08,531.061,3
"1039QE",86,71,93,19353.000,"F","T","F","M",689.000,6.000,"name11331@tnet.uk",2008-03-29,903.984,3
"1039QE",86,71,93,9353.000,"F","T","F","M",689.000,3.000,"name10265@tnet.inc",2010-09-14,282.950,3
"1039QE",86,71,93,24353.000,"F","T","F","M",689.000,11.000,"name15593@wwmail.de",2010-10-04,1287.809,4
"1039YG",88,72,90,1671.000,"F","T","F","M",5613.000,3.000,"name28313@zigzag.be",2000-08-12,77.570,1
"1039YG",88,72,90,21872.000,"T","F","F","M",5613.000,9.000,"name8851@tnet.inc",2009-11-29,1575.966,6
"1039YG",88,72,90,26872.000,"F","F","T","M",5613.000,10.000,"name13574@tnet.uk",2006-01-02,351.119,1
"1039ZT",81,68,90,29947.000,,,,"F",2663.000,3.000,"name14799@wwmail.de",2010-03-15,629.573,1
"1040JR",74,60,88,3537.000,"T","T","F","F",8995.000,4.000,"name13472@tnet.uk",2003-09-03,149.040,1
"1040JR",74,60,88,13639.000,"F","F","T","F",8995.000,5.000,"name18243@wwmail.es",2006-09-10,1586.863,3
"1040RZ",87,74,91,11707.000,,,,"F",2670.000,3.000,"name6444@tnet.fr",2010-10-02,676.685,2
"1040RZ",87,74,91,1406.000,"T","T","T","F",2670.000,7.000,"name23005@wwmail.inc",2003-04-13,1021.880,1
"1040RZ",87,74,91,24230.000,,,,"M",2753.000,2.000,"name19823@wwmail.es",2009-01-07,501.583,2
"1041CB",81,65,91,18692.000,,,,"F",2806.000,8.000,"name4743@tnet.jp",2010-08-15,1258.190,3
"1041EE",80,65,92,9800.000,,,,"F",8954.000,6.000,"name28687@zigzag.cat",2006-12-21,578.572,2
"1041EE",80,65,92,14800.000,,,,"F",8954.000,7.000,"name11995@tnet.uk",2010-02-07,896.401,2
"1041EE",80,65,92,19800.000,,,,"F",8954.000,10.000,"name23723@wwmail.org",2005-06-15,284.628,1
"1041EE",80,65,92,29800.000,,,,"F",8954.000,6.000,"name29480@zigzag.jp",2010-10-15,874.745,2
"1041JP",85,73,91,1696.000,"F","T","F","M",2990.000,4.000,"name20276@wwmail.es",2004-04-02,517.806,1
"1041MH",73,57,92,13585.000,,,,"M",947.000,10.000,"name22959@wwmail.inc",2009-01-10,378.886,3
"1041MH",73,57,92,8585.000,,,,"M",947.000,3.000,"name12766@tnet.uk",2009-04-20,211.867,1
"1041RW",77,62,91,21235.000,"T","F","F","F",23.000,9.000,"name25614@wwmail.uk",2008-01-22,476.478,1
"1042DW",80,65,93,19198.000,"T","T","F","F",5271.000,8.000,"name597@hmail.uk",2011-06-06,7373.630,3
"1042DW",80,65,93,24198.000,"F","T","F","F",5271.000,2.000,"name27707@zigzag.be",2010-03-10,544.234,2
"1042JD",79,67,89,11255.000,,,,"F",7376.000,10.000,"name23093@wwmail.inc",2008-02-10,570.671,3
"1042LK",82,66,91,14186.000,,,,"F",2204.000,8.000,"name12065@tnet.uk",2007-07-12,455.221,2
"1042LK",82,66,91,9186.000,,,,"F",2204.000,7.000,"name18197@wwmail.es",2010-04-02,2468.113,6
"1042ZU",83,70,90,5297.000,"F","T","F","F",4813.000,4.000,"name15834@wwmail.de",2003-07-26,280.200,1
"1042ZU",83,70,90,20260.000,"T","F","F","F",4813.000,8.000,"name21045@wwmail.inc",2008-10-09,555.770,2
"1042ZU",83,70,90,10260.000,,,,"F",4813.000,10.000,"name10910@tnet.inc",2009-01-18,202.297,1
"1042ZU",83,70,90,25260.000,"T","F","T","F",4813.000,6.000,"name10936@tnet.inc",2008-10-04,789.804,3
"1043LT",78,62,90,988.000,"F","T","F","M",809.000,3.000,"name13810@tnet.uk",2004-08-24,1963.461,2
"1043LT",78,62,90,11089.000,"F","F","T","M",809.000,6.000,"name23581@wwmail.org",2009-04-22,378.575,1
"1043LT",78,62,90,26089.000,"F","F","T","M",809.000,5.000,"name23126@wwmail.inc",2010-02-17,1135.671,6
"1043RB",74,58,90,24588.000,"F","T","F","M",7693.000,1.000,"name2311@lomejor.es",2009-03-19,817.782,4
"1043VZ",78,62,89,3953.000,"F","T","T","F",5127.000,12.000,"name15748@wwmail.de",2009-08-19,1425.521,3
"1043VZ",78,62,89,28954.000,,,,"F",5127.000,9.000,"name15337@wwmail.de",2009-04-19,249.116,2
"1044AM",80,63,90,5614.000,"T","T","F","M",5721.000,4.000,"name13162@tnet.uk",2004-03-23,485.600,1
"1044AM",80,63,90,15577.000,,,,"M",5721.000,3.000,"name21266@wwmail.inc",2010-12-22,637.990,3
"1044AM",80,63,90,30577.000,"F","F","T","M",5721.000,11.000,"name24707@wwmail.org",2008-09-23,816.196,1
"1044HG",89,75,90,12076.000,,,,"M",938.000,9.000,"name739@hmail.uk",2005-05-11,145.483,1
"1044HG",89,75,90,27076.000,,,,"M",938.000,3.000,"name29182@zigzag.jp",2008-04-13,621.742,2
"1044HQ",73,59,90,3639.000,"F","T","F","M",9292.000,6.000,"name19878@wwmail.es",2008-05-27,949.006,5
"1044HQ",73,59,90,14141.000,"F","F","T","M",9292.000,12.000,"name20518@wwmail.es",2010-05-01,495.965,1
"1044HQ",73,59,90,29141.000,,,,"M",9292.000,8.000,"name25764@wwmail.uk",2007-05-02,85.365,1
"1044HQ",73,59,90,24141.000,,,,"M",9292.000,9.000,"name14082@tnet.uk",2006-12-21,375.447,1
"1044LO",85,74,91,26841.000,,,,"M",9033.000,3.000,"name6759@tnet.fr",2010-09-25,197.277,1
"1044SD",75,59,88,2944.000,"F","T","F","M",82.000,2.000,"name22123@wwmail.inc",2008-08-21,1572.251,4
"1044SD",75,59,88,12944.000,,,,"M",82.000,6.000,"name21364wwmail.inc",2005-10-05,49.151,1
"1044SD",75,59,88,22944.000,,,,"M",82.000,10.000,"name18108@wwmail.es",2010-10-18,941.081,3
"1045ZS",73,59,93,27900.000,"F","F","T","F",5938.000,7.000,"name21387@wwmail.inc",2007-12-07,328.392,2
"1046AU",77,62,90,27477.000,,,,"F",1160.000,11.000,"name2262@lomejor.es",2008-03-18,958.221,2
"1046GF",88,74,92,19463.000,"T","T","F","F",111.000,2.000,"name8562@tnet.inc",2009-12-11,228.645,1
"1046QA",87,75,91,10738.000,"T","T","F","M",4767.000,2.000,"name1461@lomejor.es",2010-05-28,1315.631,3
"1046QA",87,75,91,15738.000,"F","T","F","M",4767.000,10.000,"name26493@wwmail.uk",2010-12-09,325.947,2
"1046QA",87,75,91,1038.000,"F","T","T","M",4767.000,6.000,"name13800@tnet.uk",2004-09-06,486.719,1
"1046QA",87,75,91,25738.000,"F","T","T","M",4767.000,3.000,"name17382@wwmail.de",2005-08-14,768.913,1
"1046YR",81,66,88,22158.000,"F","T","F","M",1413.000,1.000,"name15495@wwmail.de",2008-12-18,1178.611,4
"1047AX",83,69,90,17344.000,"F","F","T","F",6404.000,10.000,"name5215@tnet.jp",2009-11-14,1526.645,6
"1047AX",83,69,90,2342.000,"F","T","F","F",6404.000,11.000,"name24345@wwmail.org",2004-07-18,4953.460,3
"1047CU",75,60,91,1606.000,"F","T","F","F",111.000,10.000,"name20310@wwmail.es",2002-11-15,379.420,1
"1047CU",75,60,91,26807.000,"T","F","F","F",111.000,4.000,"name11101@tnet.inc",2010-08-30,828.016,2
"1047IN",86,73,90,5851.000,,,,"M",4889.000,9.000,"name16970@wwmail.de",2010-05-16,1020.936,3
"1047IN",86,73,90,25851.000,"F","F","T","M",4889.000,11.000,"name24899@wwmail.org",2008-06-28,542.124,2
"1047MJ",84,65,88,19258.000,"F","T","F","F",754.000,11.000,"name27864@zigzag.be",2008-04-03,610.879,3
"1047MJ",84,65,88,29258.000,"F","T","F","F",754.000,4.000,"name25801@wwmail.uk",2010-03-10,596.756,1
"1047NW",74,59,89,6836.000,"F","F","T","F",3521.000,5.000,"name18888@wwmail.es",2010-09-02,743.072,2
"1047NW",74,59,89,1635.000,"F","T","F","F",3521.000,4.000,"name5458@tnet.jp",1999-10-22,580.960,1
"1047NW",74,59,89,26836.000,,,,"F",3521.000,4.000,"name16423@wwmail.de",2008-02-14,1032.558,2
"1047TM",77,64,91,7799.000,"T","F","F","F",3644.000,4.000,"name12864@tnet.uk",2010-07-07,253.986,1
"1047TM",77,64,91,22799.000,,,,"F",3644.000,9.000,"name25957@wwmail.uk",2010-11-13,944.127,3
"1047UN",80,61,89,7917.000,,,,"M",7656.000,7.000,"name21019@wwmail.inc",2008-08-13,404.388,2
"1047UN",80,61,89,27917.000,,,,"M",7656.000,10.000,"name21397@wwmail.inc",2008-01-05,1034.794,3
"1047WX",80,66,91,15327.000,"T","F","F","F",8548.000,3.000,"name11024@tnet.inc",2006-01-07,374.946,1
"1048ED",85,71,88,5758.000,"T","T","F","F",3479.000,10.000,"name13149@tnet.uk",2010-12-29,1222.608,4
"1048ED",85,71,88,10758.000,"F","T","F","F",3479.000,7.000,"name1471@lomejor.es",2006-01-09,894.248,2
"1048FK",78,65,91,16714.000,,,,"F",7236.000,1.000,"name19800@wwmail.es",2009-03-02,363.100,1
"1048FK",78,65,91,11714.000,"T","F","F","F",7236.000,10.000,"name9242@tnet.inc",2006-03-27,468.432,1
"1048GB",80,66,91,28004.000,"T","F","F","F",4305.000,8.000,"name5080@tnet.jp",2009-05-04,1092.257,3
"1048GB",80,66,91,23004.000,,,,"F",4305.000,3.000,"name10856@tnet.inc",2010-10-15,914.849,3
"1048GW",80,65,90,13388.000,"F","T","F","M",7735.000,7.000,"name8680@tnet.inc",2008-07-05,717.503,4
"1048GW",80,65,90,3187.000,"T","T","F","M",7735.000,3.000,"name21970@wwmail.inc",2001-10-09,1157.230,2
"1048LC",76,60,90,3950.000,"F","T","F","F",7458.000,10.000,"name19818@wwmail.es",2003-06-11,1164.650,1
"1048LC",76,60,90,28951.000,,,,"F",7458.000,10.000,"name10879@tnet.inc",2010-12-18,1454.185,3
"1048TF",83,66,90,23055.000,,,,"F",8983.000,10.000,"name14192@tnet.uk",2010-06-09,429.265,2
"1049KL",79,63,85,19689.000,"T","F","F","F",5016.000,12.000,"name26754@wwmail.uk",2008-06-16,1608.879,5
"1049KL",79,63,85,29689.000,"T","F","F","F",5016.000,10.000,"name20497@wwmail.es",2005-09-14,756.744,1
"1049OA",69,53,90,15310.000,,,,"F",1874.000,11.000,"name23459@wwmail.org",2010-06-03,90.387,1
"1049OA",69,53,90,30310.000,,,,"F",1874.000,2.000,"name1513@lomejor.es",2010-08-12,947.489,5
"1049PW",73,63,87,26843.000,"F","T","T","F",5471.000,6.000,"name6770@tnet.fr",2010-02-04,517.419,2
"1049SS",89,76,90,10138.000,"F","T","F","F",3634.000,10.000,"name29905@zigzag.fr",2005-02-01,308.870,1
"1049SS",89,76,90,30138.000,"F","T","F","F",3634.000,8.000,"name24762@wwmail.org",2008-10-27,1165.442,3
"1050AM",81,62,89,29646.000,,,,"M",7478.000,6.000,"name24814@wwmail.org",2010-04-24,995.933,2
"1050GY",80,67,90,29781.000,"T","F","T","M",4026.000,5.000,"name514@hmail.uk",2006-05-02,295.402,1
"1050OW",76,62,88,20200.000,,,,"F",4478.000,10.000,"name19634@wwmail.es",2007-02-06,297.981,1
"1050QK",76,60,89,9987.000,,,,"M",8927.000,6.000,"name10708@tnet.inc",2010-08-27,73.994,1
"1050WO",74,60,92,18101.000,"T","F","F","F",6345.000,12.000,"name3516@molbe.cat",2008-05-09,195.546,1
"1050WO",74,60,92,23101.000,,,,"F",6345.000,4.000,"name14186@tnet.uk",2009-06-02,905.883,6
"1050ZB",86,70,96,18559.000,,,,"M",8669.000,6.000,"name11470@tnet.uk",2008-03-08,656.770,2
"1050ZB",86,70,96,13559.000,,,,"M",8669.000,3.000,"name17164@wwmail.de",2009-09-28,433.606,1
"1051CM",85,70,90,13015.000,,,,"F",1618.000,11.000,"name27856@zigzag.be",2009-03-02,1082.612,2
"1051CM",85,70,90,3015.000,"F","T","F","F",1618.000,3.000,"name22080@wwmail.inc",2006-03-22,795.352,2
"1051HV",84,69,89,6827.000,,,,"F",6804.000,10.000,"name8517@tnet.inc",2006-06-30,143.402,1
"1051HV",84,69,89,16827.000,"F","F","T","F",6804.000,2.000,"name5440@tnet.jp",2008-12-13,583.764,3
"1051HV",84,69,89,1626.000,"F","T","F","F",6804.000,11.000,"name17402@wwmail.de",2002-01-28,2010.480,2
"1051HV",84,69,89,26827.000,,,,"F",6804.000,5.000,"name5276@tnet.jp",2009-01-10,373.322,1
"1051QN",80,68,90,13771.000,,,,"M",1129.000,1.000,"name23251@wwmail.inc",2008-10-06,518.478,2
"1052FC",73,58,89,13326.000,,,,"M",2408.000,4.000,"name14592@wwmail.de",2008-02-27,334.061,2
"1052FC",73,58,89,8326.000,,,,"M",2408.000,5.000,"name16667@wwmail.de",2010-06-20,487.040,2
"1052FC",73,58,89,23326.000,"T","F","F","M",2408.000,10.000,"name730@hmail.uk",2008-02-26,673.181,1
"1052FE",80,65,91,7152.000,"F","F","T","F",2563.000,3.000,"name4298@tnet.jp",2010-03-09,1166.882,3
"1052FE",80,65,91,2050.000,"F","T","F","F",2563.000,11.000,"name316@hmail.inc",2003-11-08,217.090,2
"1053AE",78,58,93,13972.000,,,,"F",3733.000,7.000,"name10903@tnet.inc",2010-10-15,770.780,2
