ZIP	CUSTOMER_ID	GENDER	CREDITLIMIT	ZODIAC	E-MAIL ADDRESS	ORDERDATE	AMOUNT_SPENT	MAILING_ID_1.0	MAILING_ID_2.0	1.0_RESPONSE	2.0_RESPONSE	pct_working	pct_with_car	pct_house_owners
"1700RW"	912.000000	"F"	4158.000000	4.000000	"name5379@tnet.jp"	2009-08-17	944.174507	"F"	"T"		0.000000	78	90	63
"1038FV"	913.000000	"F"	7605.000000	7.000000	"name26718@wwmail.uk"	2010-10-29	280.591175	"T"	"T"	0.000000	0.000000	74	89	59
"1469RD"	914.000000	"F"	7018.000000	2.000000	"name20576@wwmail.es"	2004-06-01	891.630000	"F"	"T"		0.000000	76	88	62
"1705UA"	915.000000	"F"	8807.000000	10.000000	"name13822@tnet.uk"	1999-12-22	305.470000	"F"	"T"		0.000000	74	92	60
"1776VS"	916.000000	"F"	9652.000000	4.000000	"name25351@wwmail.org"	2000-04-18	286.100000	"F"	"T"		0.000000	84	90	66
"1768NT"	917.000000	"F"	5721.000000	11.000000	"name1672@lomejor.es"	2006-02-03	28.516910	"F"	"T"		0.000000	77	90	64
"1618TU"	918.000000	"M"	4772.000000	8.000000	"name10174@tnet.inc"	2000-12-10	748.700000	"T"	"T"	0.000000	0.000000	85	93	72
"1945DN"	919.000000	"F"	669.000000	10.000000	"name20573@wwmail.es"	2001-05-01	316.720000	"F"	"T"		0.000000	85	88	66
"1107PN"	920.000000	"F"	4600.000000	5.000000	"name989@hmail.uk"	2001-11-02	147.720000	"F"	"T"		0.000000	81	90	64
"1831XC"	921.000000	"F"	3786.000000	8.000000	"name25346@wwmail.org"	2001-07-15	198.100000	"F"	"T"		0.000000	88	85	73
"1820WG"	922.000000	"F"	1967.000000	11.000000	"name1675@lomejor.es"	1999-08-23	1019.560000	"F"	"T"		0.000000	86	93	72
"1494ZY"	923.000000	"M"	1818.000000	6.000000	"name23270@wwmail.inc"	2008-09-11	209.379988	"T"	"T"	0.000000	0.000000	73	92	55
"1643XS"	924.000000	"F"	8061.000000	6.000000	"name10155@tnet.inc"	2001-09-14	145.040000	"F"	"T"		0.000000	84	88	67
"1575AF"	925.000000	"F"	1420.000000	3.000000	"name2943@molbe.cat"	2000-11-12	1374.260000	"F"	"T"		0.000000	80	88	63
"1120SL"	926.000000	"M"	28.000000	2.000000	"name25343@wwmail.org"	2003-11-09	641.910000	"F"	"T"		0.000000	79	90	67
"1681VI"	927.000000	"F"	4449.000000	6.000000	"name20571@wwmail.es"	2007-07-13	127.271693	"F"	"T"		0.000000	87	89	73
"1097AO"	928.000000	"F"	5207.000000	1.000000	"name28910@zigzag.cat"	2005-06-26	415.755438	"T"	"T"	0.000000	0.000000	77	87	62
"1688SC"	929.000000	"M"	1152.000000	6.000000	"name2940@molbe.cat"	2010-03-09	821.241221	"F"	"T"		0.000000	74	94	62
"1874FC"	930.000000	"F"	9247.000000	6.000000	"name5382@tnet.jp"	2010-01-11	954.807791	"F"	"T"		0.000000	88	88	69
"1530LJ"	931.000000	"F"	8116.000000	5.000000	"name25339@wwmail.org"	2003-08-17	622.800000	"F"	"T"		0.000000	77	92	61
"1847UO"	932.000000	"F"	7912.000000	1.000000	"name25338@wwmail.org"	2001-10-11	856.530000	"F"	"T"		0.000000	83	91	68
"1700UA"	933.000000	"F"	3482.000000	4.000000	"name13821@tnet.uk"	1999-05-14	668.130000	"T"	"T"	0.000000	0.000000	76	96	65
"1857KG"	934.000000	"M"	8923.000000	4.000000	"name10143@tnet.inc"	2001-05-19	1411.240000	"F"	"T"		0.000000	77	92	64
"1449LZ"	935.000000	"M"	3718.000000	11.000000	"name2934@molbe.cat"	2010-08-28	1313.169979	"F"	"T"		0.000000	79	90	62
"1636SP"	936.000000	"F"	9811.000000	9.000000	"name29945@zigzag.fr"	2010-02-17	537.878415	"F"	"T"		0.000000	81	88	66
"1278TQ"	937.000000	"F"	3630.000000	11.000000	"name28203@zigzag.be"	2002-07-03	1312.790000	"F"	"T"		0.000000	75	92	60
"1355HS"	938.000000	"M"	1795.000000	11.000000	"name13820@tnet.uk"	2001-10-21	158.000000	"T"	"T"	0.000000	0.000000	75	90	61
"1538MS"	939.000000	"M"	3020.000000	3.000000	"name17551@wwmail.de"	2008-02-24	913.358954	"F"	"T"		0.000000	74	88	58
"1468BC"	940.000000	"F"	7516.000000	9.000000	"name5987@tnet.fr"	2010-06-08	1333.212776	"F"	"T"		0.000000	82	90	66
"1327JV"	941.000000	"F"	9357.000000	10.000000	"name13818@tnet.uk"	1999-09-09	648.380000	"F"	"T"		0.000000	76	90	62
"1866AI"	942.000000	"F"	1417.000000	3.000000	"name5383@tnet.jp"	2008-11-12	600.008888	"F"	"T"		0.000000	78	94	66
"1485UX"	943.000000	"F"	934.000000	7.000000	"name13817@tnet.uk"	2007-11-06	149.591330	"T"	"T"	0.000000	0.000000	81	91	65
"1315CV"	944.000000	"F"	5669.000000	3.000000	"name5384@tnet.jp"	2000-07-06	212.580000	"F"	"T"		0.000000	84	91	69
"1493BW"	945.000000	"F"	2188.000000	1.000000	"name10133@tnet.inc"	2006-05-01	260.669717	"F"	"T"		0.000000	78	88	62
"1207ZF"	946.000000	"F"	2129.000000	1.000000	"name1684@lomejor.es"	2003-12-16	1051.280000	"F"	"T"		0.000000	81	89	69
"1867WM"	947.000000	"M"	5050.000000	10.000000	"name5959@tnet.fr"	2003-10-13	1464.340000	"F"	"T"		0.000000	81	88	64
"1208SG"	948.000000	"F"	4770.000000	8.000000	"name1686@lomejor.es"	2001-12-12	131.370000	"T"	"T"	0.000000	0.000000	84	90	67
"1661HJ"	949.000000	"M"	5229.000000	1.000000	"name17546@wwmail.de"	2007-04-13	682.077029	"F"	"T"		0.000000	83	87	68
"1005GR"	950.000000	"F"	8127.000000	6.000000	"name5386@tnet.jp"	2003-12-15	360.240000	"F"	"T"		0.000000	77	88	62
"1252AJ"	951.000000	"F"	3448.000000	9.000000	"name17545@wwmail.de"	2010-04-18	130.908848	"F"	"T"		0.000000	78	90	65
"1547TU"	952.000000	"F"	2389.000000	6.000000	"name29319@zigzag.jp"	2002-12-12	1260.850000	"F"	"T"		0.000000	82	90	65
"1452YT"	953.000000	"F"	5459.000000	4.000000	"name10093@tnet.inc"	2001-01-17	139.280000	"T"	"T"	0.000000	0.000000	81	92	67
"1602RY"	954.000000	"M"	3428.000000	5.000000	"name26694@wwmail.uk"	2001-06-04	591.990000	"F"	"T"		0.000000	81	91	66
"1894SZ"	955.000000	"F"	1462.000000	10.000000	"name25322@wwmail.org"	2010-05-12	925.647582	"F"	"T"		0.000000	84	91	67
"1994OM"	956.000000	"M"	5457.000000	4.000000	"name28193@zigzag.be"	2007-09-21	207.722151	"F"	"T"		0.000000	90	83	75
"1332BX"	957.000000	"F"	6017.000000	7.000000	"name23250@wwmail.inc"	2000-12-24	409.700000	"F"	"T"		0.000000	71	93	59
"1557ML"	958.000000	"F"	2020.000000	4.000000	"name1037@hmail.uk"	2004-09-16	408.030000	"T"	"T"	0.000000	0.000000	78	86	64
"1439VL"	959.000000	"F"	1189.000000	2.000000	"name17544@wwmail.de"	2002-08-24	1507.760000	"F"	"T"		0.000000	90	88	74
"1776IX"	960.000000	"F"	6393.000000	8.000000	"name25319@wwmail.org"	2009-07-19	10.000000	"F"	"T"		0.000000	76	87	62
"1101QU"	961.000000	"F"	7418.000000	4.000000	"name10087@tnet.inc"	2010-06-18	792.581832	"F"	"T"		0.000000	83	89	71
"1539OG"	962.000000	"M"	8449.000000	4.000000	"name17543@wwmail.de"	2008-01-22	263.333624	"F"	"T"		0.000000	71	86	58
"1418RB"	963.000000	"F"	6553.000000	7.000000	"name2892@molbe.cat"	2007-09-01	1243.686050	"T"	"T"	0.000000	0.000000	76	91	61
"1781KO"	964.000000	"F"	481.000000	12.000000	"name13816@tnet.uk"	2009-10-15	557.222976	"F"	"T"		0.000000	83	90	69
"1998YK"	965.000000	"F"	913.000000	5.000000	"name28189@zigzag.be"	2008-08-10	78.159707	"F"	"T"		0.000000	79	91	64
"1233PT"	966.000000	"M"	5648.000000	5.000000	"name25314@wwmail.org"	2002-05-05	1944.100000	"F"	"T"		0.000000	80	92	63
"1155WG"	967.000000	"M"	7284.000000	7.000000	"name2882@molbe.cat"	2005-07-19	259.987211	"F"	"T"		0.000000	76	88	63
"1464FQ"	968.000000	"F"	299.000000	4.000000	"name23244@wwmail.inc"	2010-09-14	326.633843	"T"	"T"	0.000000	0.000000	78	92	63
"1604IW"	969.000000	"M"	9705.000000	2.000000	"name5932@tnet.fr"	2002-09-09	1829.620000	"F"	"T"		0.000000	92	90	80
"1237LV"	970.000000	"F"	610.000000	7.000000	"name5387@tnet.jp"	2003-07-30	1469.770000	"F"	"T"		0.000000	78	90	65
"1862SO"	971.000000	"F"	5050.000000	5.000000	"name5929@tnet.fr"	2006-09-22	246.010897	"F"	"T"		0.000000	85	89	71
"1745OP"	972.000000	"F"	5866.000000	2.000000	"name2872@molbe.cat"	2005-04-19	143.174413	"F"	"T"		0.000000	76	91	63
"1539ZT"	973.000000	"F"	2309.000000	5.000000	"name23239@wwmail.inc"	2010-12-10	735.254382	"T"	"T"	0.000000	0.000000	76	92	64
"1566WU"	974.000000	"F"	4987.000000	11.000000	"name17538@wwmail.de"	2009-07-05	1056.489381	"F"	"T"		0.000000	78	92	64
"1939AV"	975.000000	"F"	6365.000000	6.000000	"name17537@wwmail.de"	2010-03-30	778.916538	"F"	"T"		0.000000	82	91	65
"1105GL"	976.000000	"F"	3538.000000	10.000000	"name2868@molbe.cat"	1999-12-07	339.440000	"F"	"T"		0.000000	77	92	62
"1159TK"	977.000000	"F"	8232.000000	11.000000	"name17536@wwmail.de"	2009-02-24	489.082473	"F"	"T"		0.000000	83	93	68
"1545AO"	978.000000	"F"	142.000000	3.000000	"name10070@tnet.inc"	2010-11-02	781.019066	"T"	"T"	0.000000	0.000000	82	89	68
"1877ZO"	979.000000	"M"	8721.000000	12.000000	"name23234@wwmail.inc"	2002-07-15	1325.290000	"F"	"T"		0.000000	70	90	56
"1889KZ"	980.000000	"M"	7221.000000	11.000000	"name13815@tnet.uk"	2004-10-31	2448.200000	"F"	"T"		0.000000	78	88	63
"1261RG"	981.000000	"M"	4102.000000	10.000000	"name17535@wwmail.de"	2001-12-23	708.660000	"F"	"T"		0.000000	78	90	64
"1515IQ"	982.000000	"M"	8366.000000	2.000000	"name315@hmail.inc"	1999-05-07	927.350000	"F"	"T"		0.000000	80	91	71
"1755DP"	983.000000	"F"	1800.000000	8.000000	"name23231@wwmail.inc"	2001-05-02	297.810000	"T"	"T"	0.000000	0.000000	81	93	65
"1011CQ"	984.000000	"F"	3430.000000	5.000000	"name10051@tnet.inc"	2004-08-08	3024.633578	"F"	"T"		1.000000	82	88	64
"1582YP"	985.000000	"F"	7648.000000	7.000000	"name25296@wwmail.org"	1999-11-15	392.760000	"F"	"T"		0.000000	76	85	63
"1132SS"	986.000000	"F"	702.000000	11.000000	"name10048@tnet.inc"	2009-12-15	727.868592	"F"	"T"		0.000000	81	88	63
"1140RY"	987.000000	"F"	8071.000000	9.000000	"name5390@tnet.jp"	2000-01-26	23.470000	"F"	"T"		0.000000	78	88	65
"1043LT"	988.000000	"M"	809.000000	3.000000	"name13810@tnet.uk"	2004-08-24	1963.460510	"T"	"T"	0.000000	1.000000	78	90	62
"1296MQ"	989.000000	"M"	7226.000000	7.000000	"name17534@wwmail.de"	2004-09-01	351.180000	"F"	"T"		0.000000	85	91	72
"1266JA"	990.000000	"F"	3696.000000	8.000000	"name5391@tnet.jp"	2002-09-01	817.600000	"F"	"T"		0.000000	85	90	70
"1787QN"	991.000000	"F"	8462.000000	5.000000	"name13809@tnet.uk"	2007-08-29	302.633513	"F"	"T"		0.000000	90	95	76
"1125AX"	992.000000	"F"	2416.000000	5.000000	"n"	2009-05-02	396.842779	"F"	"T"		0.000000	79	91	66
"1516UM"	993.000000	"F"	4104.000000	6.000000	"name13808@tnet.uk"	2009-09-05	753.229633	"T"	"T"	0.000000	0.000000	71	90	56
"1697HM"	994.000000	"F"	9993.000000	9.000000	"name28865@zigzag.cat"	2000-07-14	316.170000	"F"	"T"		0.000000	75	90	57
"1346TA"	995.000000	"M"	6802.000000	9.000000	"name5885@tnet.fr"	2002-08-01	507.670000	"F"	"T"		0.000000	70	90	56
"1258OF"	996.000000	"F"	8015.000000	3.000000	"name20540@wwmail.es"	2010-01-16	682.229632	"F"	"T"		0.000000	81	90	65
"1198EM"	997.000000	"F"	284.000000	3.000000	"name2847@molbe.cat"	2000-12-24	453.540000	"F"	"T"		0.000000	85	93	69
"1026HG"	998.000000	"M"	9546.000000	6.000000	"name10021@tnet.inc"	2004-06-22	2343.827755	"T"	"T"	0.000000	1.000000	83	91	71
"1650MY"	999.000000	"F"	9958.000000	8.000000	"name17532@wwmail.de"	2003-08-26	104.650000	"F"	"T"		0.000000	89	91	77
"1810EP"	1000.000000	"F"	8055.000000	11.000000	"name29280@zigzag.jp"	2004-02-08	1273.000000	"F"	"T"		0.000000	74	90	63
"1632FU"	1001.000000	"F"	2488.000000	2.000000	"name28170@zigzag.be"	2010-02-18	1282.519255	"F"	"T"		0.000000	75	91	58
"1761MT"	1002.000000	"M"	1911.000000	12.000000	"name2829@molbe.cat"	2010-11-27	2213.370866	"F"	"T"		0.000000	80	89	64
"1224XX"	1003.000000	"F"	5661.000000	4.000000	"name20538@wwmail.es"	2003-04-06	899.560000	"T"	"T"	0.000000	0.000000	86	87	70
"1013UT"	1004.000000	"F"	7037.000000	7.000000	"name17531@wwmail.de"	2009-05-13	510.461113	"F"	"T"		0.000000	80	89	64
"1550UD"	1005.000000	"F"	1681.000000	7.000000	"name2821@molbe.cat"	2003-01-24	412.350000	"F"	"T"		0.000000	78	92	62
"1429KB"	1006.000000	"M"	4067.000000	8.000000	"name20536@wwmail.es"	2003-03-06	4046.950000	"F"	"T"		0.000000	75	88	58
"1380RL"	1007.000000	"M"	5865.000000	2.000000	"name26664@wwmail.uk"	2010-10-02	1475.117505	"F"	"T"		0.000000	79	92	66
"1859DZ"	1008.000000	"F"	4724.000000	8.000000	"name13806@tnet.uk"	2010-04-04	1291.016230	"T"	"T"	0.000000	0.000000	83	91	66
"1622HE"	1009.000000	"M"	6425.000000	4.000000	"name26661@wwmail.uk"	2004-03-22	191.940000	"F"	"T"		0.000000	79	93	63
"1471WQ"	1010.000000	"F"	7168.000000	10.000000	"name23216@wwmail.inc"	2000-11-14	494.950000	"F"	"T"		0.000000	83	91	65
"1122ZN"	1011.000000	"M"	4125.000000	6.000000	"name20534@wwmail.es"	2003-09-20	985.800000	"F"	"T"		0.000000	90	90	76
"1209EE"	1012.000000	"F"	6733.000000	3.000000	"name25277@wwmail.org"	2001-12-20	260.080000	"F"	"T"		0.000000	81	89	64
"1558NU"	1013.000000	"F"	5795.000000	10.000000	"name5845@tnet.fr"	2003-02-15	360.680000	"T"	"T"	0.000000	0.000000	82	89	69
"1937SL"	1014.000000	"M"	6067.000000	1.000000	"name5833@tnet.fr"	2009-04-03	1401.051932	"F"	"T"		0.000000	80	95	65
"1840SR"	1015.000000	"F"	29.000000	9.000000	"name25274@wwmail.org"	2007-07-13	210.087117	"F"	"T"		0.000000	85	89	71
"1686EJ"	1016.000000	"F"	5757.000000	12.000000	"name28159@zigzag.be"	2002-11-15	76.300000	"F"	"T"		0.000000	84	86	69
"1405VK"	1017.000000	"F"	8274.000000	5.000000	"name2816@molbe.cat"	1999-05-16	774.100000	"F"	"T"		0.000000	88	88	76
"1197HQ"	1018.000000	"F"	4365.000000	1.000000	"name26649@wwmail.uk"	2010-09-27	941.382093	"T"	"T"	0.000000	0.000000	76	92	64
"1415YA"	1019.000000	"F"	7644.000000	1.000000	"name17529@wwmail.de"	2003-09-16	251.050000	"F"	"T"		0.000000	71	87	56
"1975OV"	1020.000000	"F"	3847.000000	11.000000	"name10000@tnet.inc"	2008-11-07	1539.341732	"F"	"T"		0.000000	89	88	78
"1252XC"	1021.000000	"F"	201.000000	9.000000	"name26640@wwmail.uk"	2002-09-11	160.580000	"F"	"T"		0.000000	83	87	66
"1632LH"	1022.000000	"M"	3938.000000	8.000000	"name13805@tnet.uk"	2003-08-27	51.320000	"F"	"T"		0.000000	77	89	61
"1517KT"	1023.000000	"M"	7804.000000	3.000000	"name1089@hmail.uk"	2009-03-24	1237.018471	"T"	"T"	0.000000	0.000000	76	90	61
"1530RE"	1024.000000	"F"	5772.000000	12.000000	"name13804@tnet.uk"	2010-02-16	100.000000	"F"	"T"		0.000000	73	95	59
"1325CH"	1025.000000	"F"	1900.000000	10.000000	"name13803@tnet.uk"	1999-10-23	696.560000	"F"	"T"		0.000000	76	90	61
"1337YV"	1026.000000	"F"	7221.000000	11.000000	"name13801@tnet.uk"	2001-12-12	319.840000	"F"	"T"		0.000000	86	89	69
"1503TD"	1027.000000	"F"	3169.000000	2.000000	"name327@hmail.inc"	2000-10-21	466.840000	"F"	"T"		0.000000	71	91	57
"1666GO"	1028.000000	"M"	1937.000000	7.000000	"name5392@tnet.jp"	2008-12-06	1594.456401	"T"	"T"	0.000000	0.000000	71	90	58
"1688LE"	1029.000000	"M"	5052.000000	4.000000	"name20527@wwmail.es"	2008-07-30	935.063142	"F"	"T"		0.000000	82	90	65
"1424EE"	1030.000000	"M"	3961.000000	8.000000	"name26632@wwmail.uk"	2006-03-27	635.710889	"F"	"T"		0.000000	84	87	69
"1123DZ"	1031.000000	"M"	7742.000000	3.000000	"name2806@molbe.cat"	2006-05-04	458.362254	"F"	"T"		0.000000	82	92	68
"1260NK"	1032.000000	"F"	41.000000	7.000000	"name26630@wwmail.uk"	2009-02-02	488.143547	"F"	"T"		0.000000	83	88	69
"1948QO"	1033.000000	"F"	2669.000000	1.000000	"name5828@tnet.fr"	2002-11-05	799.060000	"T"	"T"	0.000000	0.000000	89	91	73
"1913LG"	1034.000000	"M"	1809.000000	8.000000	"name26626@wwmail.uk"	2009-09-27	1699.016766	"F"	"T"		0.000000	73	91	58
"1411MZ"	1035.000000	"F"	9157.000000	6.000000	"name23200@wwmail.inc"	2010-07-21	323.582298	"F"	"T"		0.000000	80	89	65
"1457ZV"	1036.000000	"M"	7989.000000	8.000000	"name5393@tnet.jp"	2010-07-09	1348.006696	"F"	"T"		0.000000	91	91	76
"1748UX"	1037.000000	"M"	931.000000	12.000000	"name25259@wwmail.org"	1999-12-23	164.450000	"F"	"T"		0.000000	77	89	65
"1046QA"	1038.000000	"M"	4767.000000	6.000000	"name13800@tnet.uk"	2004-09-06	486.719302	"T"	"T"	0.000000	1.000000	87	91	75
"1794OK"	1039.000000	"F"	5433.000000	11.000000	"name5395@tnet.jp"	2002-11-22	1646.760000	"F"	"T"		0.000000	74	91	59
"1365PV"	1040.000000	"M"	1722.000000	12.000000	"name2790@molbe.cat"	2005-04-03	263.569861	"F"	"T"		0.000000	85	91	66
"1471AQ"	1041.000000	"F"	9151.000000	4.000000	"name13799@tnet.uk"	2010-11-04	1586.748089	"F"	"T"		0.000000	86	89	73
"1771PQ"	1042.000000	"M"	6551.000000	12.000000	"name13798@tnet.uk"	1999-01-16	863.370000	"F"	"T"		0.000000	77	88	64
"1589SQ"	1043.000000	"F"	31.000000	11.000000	"name28139@zigzag.be"	2004-01-05	658.490000	"T"	"T"	0.000000	0.000000	81	91	66
"1752EN"	1044.000000	"M"	3035.000000	2.000000	"name28138@zigzag.be"	2000-09-11	124.840000	"F"	"T"		0.000000	79	90	65
"1738OB"	1045.000000	"M"	9926.000000	10.000000	"name28137@zigzag.be"	2002-03-27	187.750000	"F"	"T"		0.000000	78	91	60
"1259OY"	1046.000000	"M"	108.000000	10.000000	"name17524@wwmail.de"	2002-10-01	533.930000	"F"	"T"		0.000000	76	92	59
"1695OX"	1047.000000	"M"	6903.000000	8.000000	"name20522@wwmail.es"	1999-03-16	617.050000	"F"	"T"		0.000000	73	91	56
"1159XP"	1048.000000	"M"	793.000000	8.000000	"name28136@zigzag.be"	2008-06-03	1369.937350	"T"	"T"	0.000000	0.000000	76	90	60
"1111RW"	1049.000000	"M"	9722.000000	11.000000	"name9999@tnet.inc"	2004-12-05	446.640000	"F"	"T"		0.000000	69	91	55
"1984NG"	1050.000000	"M"	3297.000000	8.000000	"name25253@wwmail.org"	2000-03-29	128.240000	"F"	"T"		0.000000	74	91	57
"1710KS"	1051.000000	"F"	4487.000000	10.000000	"name25252@wwmail.org"	2000-03-25	385.410000	"F"	"T"		0.000000	85	90	70
"1580CS"	1052.000000	"M"	1529.000000	7.000000	"name5396@tnet.jp"	2008-06-01	796.800341	"F"	"T"		0.000000	77	91	60
"1789KB"	1053.000000	"F"	5629.000000	1.000000	"name25251@wwmail.org"	2004-06-06	119.280000	"T"	"T"	0.000000	0.000000	78	91	64
"1444MU"	1054.000000	"M"	8857.000000	8.000000	"name26610@wwmail.uk"	2010-04-29	487.230278	"F"	"T"		0.000000	83	92	68
"1013ZL"	1055.000000	"F"	7984.000000	6.000000	"name28131@zigzag.be"	2004-05-28	2078.105643	"F"	"T"		1.000000	88	92	73
"1982FK"	1056.000000	"M"	653.000000	1.000000	"name17523@wwmail.de"	2004-07-16	1311.480000	"F"	"T"		0.000000	76	91	60
"1512FH"	1057.000000	"F"	3188.000000	8.000000	"name1109@hmail.uk"	2003-07-08	317.870000	"F"	"T"		0.000000	76	89	55
"1048ED"	1058.000000	"F"	3479.000000	5.000000	"name5820@tnet.fr"	2004-09-22	771.860000	"T"	"T"	0.000000	0.000000	85	88	71
"1876XQ"	1059.000000	"F"	7189.000000	9.000000	"name5818@tnet.fr"	2010-04-23	427.715003	"F"	"T"		0.000000	71	87	53
"1392RD"	1060.000000	"M"	281.000000	9.000000	"name2782@molbe.cat"	2001-09-07	197.120000	"F"	"T"		0.000000	71	91	57
"1057BH"	1061.000000	"F"	369.000000	5.000000	"name2776@molbe.cat"	1999-08-21	1027.400000	"F"	"T"		0.000000	80	91	65
"1015TR"	1062.000000	"M"	5005.000000	10.000000	"name9996@tnet.inc"	2004-09-29	1305.990578	"F"	"T"		1.000000	86	87	74
"1758PP"	1063.000000	"F"	7706.000000	1.000000	"name7032@tnet.fr"	2009-07-25	740.523884	"T"	"T"	0.000000	0.000000	87	88	70
"1003UB"	1064.000000	"F"	8751.000000	10.000000	"name7031@tnet.fr"	2009-10-26	1780.379958	"F"	"T"		0.000000	67	93	49
"1941JM"	1065.000000	"M"	2631.000000	8.000000	"name29764@zigzag.es"	2004-11-01	10.750000	"F"	"T"		0.000000	86	92	69
"1682ME"	1066.000000	"F"	8111.000000	4.000000	"name26596@wwmail.uk"	2002-09-27	527.980000	"F"	"T"		0.000000	86	91	69
"1611RI"	1067.000000	"F"	4306.000000	4.000000	"name13796@tnet.uk"	2000-12-02	394.500000	"F"	"T"		0.000000	82	91	67
"1667JF"	1068.000000	"F"	8450.000000	7.000000	"name20520@wwmail.es"	2003-11-19	1377.440000	"T"	"T"	0.000000	0.000000	79	89	63
"1721ZF"	1069.000000	"F"	2441.000000	2.000000	"name26591@wwmail.uk"	2003-08-21	552.240000	"F"	"T"		0.000000	84	90	68
"1402SB"	1070.000000	"M"	7664.000000	7.000000	"name5397@tnet.jp"	2007-06-10	965.515390	"F"	"T"		0.000000	83	94	68
"1370LW"	1071.000000	"F"	6607.000000	4.000000	"name5399@tnet.jp"	2009-04-17	164.708316	"F"	"T"		0.000000	84	93	68
"1808FG"	1072.000000	"F"	8726.000000	11.000000	"name26589@wwmail.uk"	2008-04-24	285.099099	"F"	"T"		0.000000	82	93	63
"1293XD"	1073.000000	"F"	7098.000000	2.000000	"name1135@hmail.uk"	2003-12-30	419.900000	"T"	"T"	0.000000	0.000000	85	91	69
"1037ZY"	1074.000000	"M"	1635.000000	1.000000	"name13795@tnet.uk"	2004-09-12	1811.796288	"F"	"T"		1.000000	74	92	57
"1465IB"	1075.000000	"M"	741.000000	5.000000	"name17521@wwmail.de"	2008-12-03	665.219432	"F"	"T"		0.000000	77	92	62
"1509KH"	1076.000000	"M"	317.000000	8.000000	"name13794@tnet.uk"	2010-10-21	778.718446	"F"	"T"		0.000000	78	90	65
"1191VS"	1077.000000	"F"	7182.000000	3.000000	"name20515@wwmail.es"	2010-12-29	710.632147	"F"	"T"		0.000000	72	88	54
"1466XX"	1078.000000	"F"	8299.000000	7.000000	"name1140@hmail.uk"	2010-03-05	1204.461626	"T"	"T"	0.000000	0.000000	84	90	72
"1910UT"	1079.000000	"F"	6726.000000	8.000000	"name7029@tnet.fr"	2000-09-08	850.880000	"F"	"T"		0.000000	83	89	64
"1816FH"	1080.000000	"F"	1034.000000	3.000000	"name9984@tnet.inc"	1999-04-28	992.800000	"F"	"T"		0.000000	79	92	62
"1487KJ"	1081.000000	"M"	2678.000000	5.000000	"name20512@wwmail.es"	2003-09-28	44.480000	"F"	"T"		0.000000	76	90	64
"1082NJ"	1082.000000	"M"	843.000000	10.000000	"name20511@wwmail.es"	2004-11-22	2943.059093	"F"	"T"		1.000000	76	94	60
"1012NA"	1083.000000	"F"	134.000000	2.000000	"name5400@tnet.jp"	2002-08-23	352.330000	"T"	"T"	0.000000	0.000000	76	95	65
"1843GI"	1084.000000	"F"	817.000000	11.000000	"name26578@wwmail.uk"	2002-11-18	258.300000	"F"	"T"		0.000000	78	88	64
"1295FF"	1085.000000	"F"	5894.000000	4.000000	"name13793@tnet.uk"	2004-06-09	84.490000	"F"	"T"		0.000000	83	92	66
"1291WQ"	1086.000000	"M"	6261.000000	7.000000	"name17518@wwmail.de"	1999-11-22	22.200000	"F"	"T"		0.000000	73	91	61
"1065FM"	1087.000000	"F"	3304.000000	4.000000	"name13792@tnet.uk"	2001-06-26	199.080000	"F"	"T"		0.000000	84	89	67
"1266HW"	1088.000000	"F"	6788.000000	6.000000	"name7024@tnet.fr"	2001-04-14	463.360000	"T"	"T"	0.000000	0.000000	79	90	63
"1465NN"	1089.000000	"M"	5890.000000	5.000000	"name23179@wwmail.inc"	2003-05-02	1424.440000	"F"	"T"		0.000000	66	88	55
"1014SW"	1090.000000	"F"	2109.000000	7.000000	"name17517@wwmail.de"	2004-06-17	1112.640000	"F"	"T"		0.000000	75	89	63
"1652RU"	1091.000000	"F"	398.000000	10.000000	"name25228@wwmail.org"	2004-11-22	827.070000	"F"	"T"		0.000000	77	87	65
"1625BH"	1092.000000	"M"	4470.000000	4.000000	"name23177@wwmail.inc"	2010-12-16	318.109986	"F"	"T"		0.000000	80	90	67
"1090AG"	1093.000000	"M"	8619.000000	8.000000	"name13791@tnet.uk"	2004-06-08	6519.779347	"T"	"T"	0.000000	1.000000	78	90	65
"1786QX"	1094.000000	"M"	3254.000000	3.000000	"name26574@wwmail.uk"	2002-10-29	1113.530000	"F"	"T"		0.000000	82	87	73
"1547KI"	1095.000000	"M"	1388.000000	6.000000	"name26568@wwmail.uk"	1999-09-03	287.070000	"F"	"T"		0.000000	81	90	70
"1624HE"	1096.000000	"F"	1146.000000	3.000000	"name25225@wwmail.org"	2000-01-26	1200.940000	"F"	"T"		0.000000	83	90	64
"1597YI"	1097.000000	"M"	294.000000	6.000000	"name9965@tnet.inc"	2003-08-27	920.160000	"F"	"T"		0.000000	81	89	63
"1655YH"	1098.000000	"F"	2467.000000	11.000000	"name23175@wwmail.inc"	2009-04-12	948.428178	"T"	"T"	0.000000	0.000000	78	91	64
"1012HE"	1099.000000	"M"	2644.000000	4.000000	"name1159@hmail.uk"	2004-06-15	514.019877	"F"	"T"		1.000000	83	93	67
"1631OV"	1100.000000	"F"	5380.000000	6.000000	"name17516@wwmail.de"	2000-10-27	121.460000	"F"	"T"		0.000000	85	90	69
"1057RC"	1101.000000	"F"	4133.000000	7.000000	"name9963@tnet.inc"	2003-12-31	1123.060000	"F"	"T"		0.000000	84	89	69
